combination,activity,a1,a2,a3,a4,a5,a6
68.0,Paper,1195.0,9.0,3.0,257.0,21.0,5737.0
69.0,Standing,7266.0,6.0,0.0,55.0,89.0,38.0
69.0,Sitting,42.0,9365.0,103.0,1.0,168.0,1.0
69.0,Pointing,12.0,272.0,4584.0,0.0,3.0,3.0
69.0,Phone,1498.0,0.0,0.0,4816.0,293.0,8.0
69.0,Tablet,286.0,14.0,0.0,236.0,6844.0,25.0
69.0,Paper,643.0,1.0,0.0,92.0,24.0,6702.0
70.0,Standing,7683.0,21.0,2.0,95.0,23.0,7.0
70.0,Sitting,66.0,9469.0,366.0,12.0,8.0,3.0
70.0,Pointing,8.0,151.0,4132.0,1.0,1.0,3.0
70.0,Phone,1655.0,0.0,0.0,4588.0,293.0,5.0
70.0,Tablet,587.0,11.0,0.0,610.0,6247.0,6.0
70.0,Paper,366.0,4.0,1.0,302.0,52.0,5812.0
71.0,Standing,5706.0,4.0,0.0,91.0,117.0,36.0
71.0,Sitting,42.0,8372.0,102.0,0.0,14.0,1.0
71.0,Pointing,8.0,113.0,5167.0,1.0,1.0,3.0
71.0,Phone,857.0,0.0,1.0,4666.0,116.0,12.0
71.0,Tablet,368.0,10.0,1.0,303.0,5012.0,23.0
71.0,Paper,384.0,0.0,0.0,26.0,12.0,5925.0
72.0,Standing,6190.0,10.0,1.0,89.0,31.0,10.0
72.0,Sitting,60.0,8514.0,184.0,1.0,11.0,5.0
72.0,Pointing,4.0,70.0,4635.0,1.0,0.0,5.0
72.0,Phone,736.0,0.0,0.0,4555.0,283.0,4.0
72.0,Tablet,1224.0,8.0,3.0,324.0,4207.0,7.0
72.0,Paper,236.0,10.0,0.0,222.0,25.0,4929.0
73.0,Standing,6541.0,5.0,0.0,57.0,27.0,15.0
73.0,Sitting,55.0,7475.0,80.0,0.0,1001.0,1.0
73.0,Pointing,5.0,112.0,4273.0,0.0,8.0,3.0
73.0,Phone,1307.0,0.0,0.0,4431.0,125.0,5.0
73.0,Tablet,486.0,8.0,0.0,110.0,5993.0,8.0
73.0,Paper,225.0,0.0,0.0,67.0,19.0,5351.0
74.0,Standing,6427.0,8.0,6.0,80.0,105.0,59.0
74.0,Sitting,113.0,9305.0,426.0,27.0,12.0,3.0
74.0,Pointing,520.0,182.0,4151.0,0.0,1.0,0.0
74.0,Phone,1258.0,1.0,0.0,4168.0,675.0,59.0
74.0,Tablet,167.0,10.0,2.0,430.0,5769.0,20.0
74.0,Paper,150.0,5.0,30.0,152.0,23.0,6793.0
75.0,Standing,6799.0,2.0,4.0,67.0,74.0,53.0
75.0,Sitting,48.0,9469.0,90.0,2.0,112.0,2.0
75.0,Pointing,10.0,267.0,4259.0,0.0,3.0,1.0
75.0,Phone,2288.0,0.0,0.0,4064.0,95.0,4.0
75.0,Tablet,136.0,11.0,1.0,892.0,6171.0,19.0
75.0,Paper,249.0,379.0,20.0,197.0,16.0,6532.0
76.0,Standing,7271.0,4.0,2.0,42.0,31.0,26.0
76.0,Sitting,50.0,9371.0,406.0,0.0,139.0,1.0
76.0,Pointing,1.0,187.0,3774.0,0.0,0.0,0.0
76.0,Phone,1963.0,0.0,1.0,3991.0,367.0,55.0
76.0,Tablet,413.0,11.0,1.0,490.0,6359.0,12.0
76.0,Paper,409.0,10.0,44.0,188.0,90.0,5727.0
77.0,Standing,5339.0,2.0,1.0,52.0,75.0,30.0
77.0,Sitting,55.0,8422.0,84.0,0.0,11.0,2.0
77.0,Pointing,32.0,174.0,4750.0,0.0,1.0,2.0
77.0,Phone,859.0,0.0,3.0,4445.0,55.0,126.0
77.0,Tablet,105.0,2.0,1.0,612.0,4801.0,21.0
77.0,Paper,125.0,0.0,3.0,40.0,12.0,6098.0
78.0,Standing,5752.0,9.0,3.0,40.0,50.0,22.0
78.0,Sitting,56.0,8507.0,244.0,2.0,7.0,2.0
78.0,Pointing,10.0,91.0,4280.0,0.0,0.0,0.0
78.0,Phone,722.0,0.0,0.0,4225.0,244.0,223.0
78.0,Tablet,486.0,4.0,1.0,654.0,4444.0,9.0
78.0,Paper,162.0,11.0,0.0,197.0,34.0,4949.0
79.0,Standing,6103.0,1.0,0.0,48.0,16.0,22.0
79.0,Sitting,66.0,8474.0,78.0,0.0,37.0,0.0
79.0,Pointing,0.0,146.0,3917.0,0.0,3.0,1.0
79.0,Phone,1276.0,0.0,0.0,3909.0,55.0,464.0
79.0,Tablet,312.0,5.0,0.0,570.0,5525.0,18.0
79.0,Paper,229.0,3.0,0.0,53.0,71.0,5237.0
80.0,Standing,5664.0,3.0,0.0,56.0,69.0,76.0
80.0,Sitting,46.0,8641.0,74.0,0.0,6.0,3.0
80.0,Pointing,12.0,205.0,4587.0,0.0,0.0,6.0
80.0,Phone,764.0,0.0,3.0,4456.0,128.0,243.0
80.0,Tablet,157.0,4.0,0.0,694.0,4978.0,35.0
80.0,Paper,795.0,2.0,2.0,29.0,7.0,5593.0
81.0,Standing,6105.0,9.0,2.0,72.0,29.0,28.0
81.0,Sitting,50.0,8656.0,296.0,3.0,4.0,5.0
81.0,Pointing,4.0,97.0,4125.0,1.0,0.0,5.0
81.0,Phone,721.0,1.0,0.0,4193.0,494.0,111.0
81.0,Tablet,1078.0,15.0,1.0,300.0,4513.0,17.0
81.0,Paper,211.0,8.0,0.0,116.0,19.0,5149.0
82.0,Standing,6487.0,1.0,0.0,41.0,15.0,15.0
82.0,Sitting,53.0,8756.0,39.0,0.0,2.0,1.0
82.0,Pointing,8.0,168.0,3739.0,0.0,0.0,3.0
82.0,Phone,1375.0,0.0,0.0,3832.0,222.0,381.0
82.0,Tablet,205.0,7.0,0.0,430.0,6098.0,16.0
82.0,Paper,269.0,0.0,0.0,65.0,36.0,5373.0
83.0,Standing,4931.0,3.0,0.0,75.0,26.0,24.0
83.0,Sitting,44.0,7553.0,92.0,1.0,11.0,1.0
83.0,Pointing,5.0,80.0,4245.0,0.0,1.0,6.0
83.0,Phone,473.0,0.0,0.0,3807.0,101.0,466.0
83.0,Tablet,280.0,5.0,0.0,474.0,4295.0,14.0
83.0,Paper,119.0,0.0,0.0,17.0,9.0,4483.0
84.0,Standing,7942.0,9.0,5.0,123.0,104.0,30.0
84.0,Sitting,46.0,9759.0,857.0,6.0,14.0,0.0
84.0,Pointing,104.0,127.0,4361.0,4.0,0.0,3.0
84.0,Phone,1477.0,0.0,0.0,5502.0,53.0,43.0
84.0,Tablet,463.0,6.0,0.0,1499.0,5541.0,223.0
84.0,Paper,168.0,9.0,3.0,88.0,20.0,7513.0
85.0,Standing,7552.0,3.0,4.0,74.0,93.0,32.0
85.0,Sitting,49.0,10026.0,624.0,9.0,17.0,0.0
85.0,Pointing,525.0,152.0,3584.0,4.0,0.0,0.0
85.0,Phone,2303.0,0.0,0.0,4426.0,98.0,84.0
85.0,Tablet,253.0,2.0,2.0,638.0,6552.0,110.0
85.0,Paper,185.0,13.0,0.0,78.0,102.0,7354.0
86.0,Standing,7935.0,8.0,5.0,54.0,103.0,22.0
86.0,Sitting,99.0,9664.0,1141.0,5.0,11.0,1.0
86.0,Pointing,522.0,172.0,3416.0,0.0,2.0,4.0
86.0,Phone,3371.0,0.0,0.0,3416.0,86.0,144.0
86.0,Tablet,1015.0,7.0,0.0,1308.0,5092.0,461.0
86.0,Paper,178.0,37.0,1.0,7.0,24.0,7635.0
87.0,Standing,6388.0,12.0,3.0,111.0,79.0,34.0
87.0,Sitting,29.0,9301.0,428.0,1.0,10.0,3.0
87.0,Pointing,504.0,129.0,3891.0,4.0,2.0,5.0
87.0,Phone,1833.0,1.0,0.0,3888.0,37.0,295.0
87.0,Tablet,715.0,2.0,0.0,1643.0,3536.0,299.0
87.0,Paper,75.0,9.0,0.0,6.0,126.0,6551.0
88.0,Standing,6771.0,2.0,2.0,51.0,82.0,33.0
88.0,Sitting,52.0,8981.0,562.0,0.0,13.0,1.0
88.0,Pointing,15.0,154.0,4048.0,0.0,0.0,4.0
88.0,Phone,1535.0,1.0,1.0,4459.0,15.0,333.0
88.0,Tablet,126.0,0.0,1.0,1958.0,4856.0,86.0
88.0,Paper,167.0,13.0,2.0,8.0,31.0,6786.0
89.0,Standing,7181.0,5.0,4.0,52.0,62.0,14.0
89.0,Sitting,47.0,9343.0,438.0,18.0,4.0,3.0
89.0,Pointing,7.0,90.0,3539.0,0.0,3.0,4.0
89.0,Phone,1103.0,0.0,0.0,4726.0,50.0,391.0
89.0,Tablet,479.0,2.0,1.0,938.0,5653.0,10.0
89.0,Paper,154.0,5.0,0.0,44.0,27.0,5852.0
90.0,Standing,7743.0,8.0,8.0,28.0,135.0,7.0
90.0,Sitting,48.0,10040.0,531.0,1.0,6.0,0.0
90.0,Pointing,499.0,176.0,4401.0,0.0,0.0,0.0
90.0,Phone,2462.0,0.0,2.0,4379.0,162.0,10.0
90.0,Tablet,211.0,3.0,2.0,665.0,6869.0,17.0
90.0,Paper,369.0,6.0,19.0,269.0,82.0,7151.0
91.0,Standing,8127.0,8.0,5.0,19.0,124.0,15.0
91.0,Sitting,40.0,9694.0,1076.0,1.0,11.0,0.0
91.0,Pointing,400.0,146.0,4378.0,1.0,0.0,2.0
91.0,Phone,3153.0,5.0,0.0,3630.0,304.0,29.0
91.0,Tablet,814.0,6.0,0.0,790.0,6461.0,22.0
91.0,Paper,770.0,7.0,26.0,133.0,47.0,7063.0
92.0,Standing,6607.0,10.0,3.0,58.0,110.0,10.0
92.0,Sitting,44.0,8380.0,1231.0,2.0,14.0,2.0
92.0,Pointing,440.0,129.0,4772.0,0.0,0.0,5.0
92.0,Phone,3163.0,2.0,3.0,2910.0,68.0,12.0
92.0,Tablet,1994.0,4.0,0.0,698.0,3679.0,30.0
92.0,Paper,1043.0,6.0,8.0,536.0,49.0,5289.0
93.0,Standing,6986.0,3.0,3.0,23.0,86.0,11.0
93.0,Sitting,49.0,9260.0,188.0,1.0,11.0,1.0
93.0,Pointing,7.0,200.0,4822.0,0.0,1.0,2.0
93.0,Phone,1942.0,0.0,2.0,4456.0,46.0,2.0
93.0,Tablet,245.0,1.0,0.0,1041.0,5923.0,27.0
93.0,Paper,390.0,9.0,6.0,65.0,15.0,6686.0
94.0,Standing,7388.0,10.0,2.0,22.0,57.0,10.0
94.0,Sitting,48.0,9203.0,489.0,4.0,6.0,4.0
94.0,Pointing,5.0,79.0,4366.0,1.0,0.0,3.0
94.0,Phone,1835.0,0.0,0.0,4303.0,229.0,7.0
94.0,Tablet,1240.0,4.0,0.0,335.0,5711.0,3.0
94.0,Paper,315.0,4.0,0.0,182.0,71.0,5674.0
95.0,Standing,7680.0,5.0,3.0,26.0,119.0,10.0
95.0,Sitting,60.0,10057.0,730.0,2.0,15.0,1.0
95.0,Pointing,537.0,169.0,3886.0,0.0,0.0,1.0
95.0,Phone,2859.0,0.0,3.0,3864.0,224.0,7.0
95.0,Tablet,369.0,8.0,7.0,827.0,6697.0,10.0
95.0,Paper,437.0,501.0,98.0,216.0,54.0,6671.0
96.0,Standing,6197.0,6.0,7.0,42.0,76.0,15.0
96.0,Sitting,122.0,9098.0,475.0,8.0,12.0,1.0
96.0,Pointing,525.0,138.0,4349.0,0.0,0.0,0.0
96.0,Phone,2384.0,15.0,1.0,3354.0,151.0,89.0
96.0,Tablet,210.0,1.0,1.0,608.0,5386.0,24.0
96.0,Paper,211.0,6.0,17.0,114.0,106.0,6408.0
97.0,Standing,6509.0,1.0,1.0,28.0,106.0,12.0
97.0,Sitting,52.0,9291.0,183.0,0.0,24.0,3.0
97.0,Pointing,40.0,162.0,4494.0,0.0,1.0,1.0
97.0,Phone,2738.0,0.0,2.0,3529.0,9.0,6.0
97.0,Tablet,206.0,0.0,1.0,1638.0,5197.0,20.0
97.0,Paper,400.0,436.0,7.0,99.0,26.0,6134.0
98.0,Standing,6937.0,3.0,1.0,16.0,62.0,15.0
98.0,Sitting,54.0,9358.0,377.0,1.0,7.0,0.0
98.0,Pointing,0.0,116.0,4004.0,0.0,0.0,0.0
98.0,Phone,2136.0,0.0,0.0,3851.0,117.0,106.0
98.0,Tablet,628.0,1.0,0.0,660.0,5819.0,10.0
98.0,Paper,360.0,1.0,1.0,345.0,265.0,5205.0
99.0,Standing,6562.0,4.0,3.0,36.0,90.0,17.0
99.0,Sitting,51.0,8880.0,968.0,2.0,9.0,2.0
99.0,Pointing,506.0,104.0,4248.0,0.0,0.0,5.0
99.0,Phone,2747.0,7.0,1.0,3168.0,106.0,71.0
99.0,Tablet,1580.0,5.0,0.0,1287.0,3658.0,26.0
99.0,Paper,1262.0,81.0,0.0,118.0,30.0,5521.0
100.0,Standing,6905.0,1.0,1.0,10.0,93.0,16.0
100.0,Sitting,50.0,9258.0,423.0,1.0,15.0,2.0
100.0,Pointing,17.0,229.0,4301.0,0.0,1.0,1.0
100.0,Phone,2850.0,1.0,0.0,3490.0,43.0,6.0
100.0,Tablet,344.0,0.0,2.0,1355.0,5657.0,30.0
100.0,Paper,934.0,225.0,36.0,87.0,26.0,5944.0
101.0,Standing,7282.0,6.0,1.0,25.0,78.0,11.0
101.0,Sitting,60.0,9418.0,502.0,6.0,5.0,2.0
101.0,Pointing,7.0,116.0,3843.0,0.0,0.0,5.0
101.0,Phone,1897.0,0.0,0.0,4223.0,105.0,91.0
101.0,Tablet,1328.0,2.0,0.0,472.0,5633.0,9.0
101.0,Paper,366.0,4.0,0.0,227.0,197.0,5533.0
102.0,Standing,5369.0,3.0,0.0,50.0,81.0,23.0
102.0,Sitting,49.0,8413.0,125.0,1.0,9.0,3.0
102.0,Pointing,12.0,138.0,4812.0,0.0,1.0,5.0
102.0,Phone,1242.0,0.0,0.0,3829.0,23.0,333.0
102.0,Tablet,360.0,0.0,0.0,1194.0,4103.0,43.0
102.0,Paper,586.0,0.0,0.0,39.0,127.0,5385.0
103.0,Standing,5785.0,5.0,1.0,58.0,40.0,14.0
103.0,Sitting,66.0,8468.0,296.0,2.0,4.0,8.0
103.0,Pointing,6.0,57.0,4321.0,1.0,0.0,5.0
103.0,Phone,1095.0,0.0,0.0,3683.0,168.0,407.0
103.0,Tablet,1615.0,5.0,0.0,440.0,3679.0,17.0
103.0,Paper,209.0,1.0,0.0,87.0,86.0,4829.0
104.0,Standing,6125.0,3.0,0.0,28.0,54.0,7.0
104.0,Sitting,54.0,8480.0,138.0,2.0,6.0,1.0
104.0,Pointing,5.0,107.0,3959.0,0.0,0.0,5.0
104.0,Phone,1803.0,0.0,0.0,3411.0,37.0,392.0
104.0,Tablet,521.0,0.0,0.0,680.0,5374.0,13.0
104.0,Paper,270.0,0.0,0.0,92.0,166.0,4924.0
105.0,Standing,7831.0,9.0,7.0,68.0,104.0,67.0
105.0,Sitting,45.0,10207.0,580.0,0.0,10.0,0.0
105.0,Pointing,154.0,161.0,3909.0,0.0,2.0,0.0
105.0,Phone,2064.0,1.0,0.0,4891.0,288.0,49.0
105.0,Tablet,161.0,2.0,3.0,337.0,6939.0,48.0
105.0,Paper,176.0,7.0,6.0,185.0,79.0,7548.0
106.0,Standing,7831.0,15.0,6.0,120.0,108.0,375.0
106.0,Sitting,31.0,9891.0,1105.0,0.0,8.0,3.0
106.0,Pointing,142.0,161.0,3769.0,0.0,0.0,5.0
106.0,Phone,1615.0,0.0,0.0,5259.0,410.0,115.0
106.0,Tablet,777.0,9.0,0.0,485.0,6104.0,441.0
106.0,Paper,112.0,9.0,1.0,78.0,20.0,7931.0
107.0,Standing,6516.0,28.0,4.0,163.0,106.0,138.0
107.0,Sitting,27.0,9324.0,530.0,1.0,3.0,4.0
107.0,Pointing,293.0,122.0,4076.0,0.0,0.0,5.0
107.0,Phone,1503.0,0.0,0.0,4782.0,102.0,49.0
107.0,Tablet,726.0,22.0,0.0,1130.0,4127.0,123.0
107.0,Paper,62.0,14.0,0.0,194.0,11.0,6755.0
108.0,Standing,6968.0,8.0,1.0,105.0,100.0,87.0
108.0,Sitting,39.0,9516.0,163.0,2.0,6.0,0.0
108.0,Pointing,8.0,158.0,4012.0,0.0,0.0,4.0
108.0,Phone,1041.0,0.0,0.0,5629.0,37.0,19.0
108.0,Tablet,97.0,3.0,0.0,1001.0,5789.0,70.0
108.0,Paper,145.0,1.0,0.0,17.0,19.0,7094.0
109.0,Standing,7440.0,13.0,0.0,123.0,47.0,23.0
109.0,Sitting,31.0,9486.0,441.0,4.0,5.0,3.0
109.0,Pointing,10.0,93.0,3494.0,1.0,3.0,3.0
109.0,Phone,795.0,0.0,0.0,5724.0,120.0,13.0
109.0,Tablet,184.0,7.0,1.0,872.0,5947.0,5.0
109.0,Paper,157.0,3.0,0.0,121.0,50.0,6020.0
110.0,Standing,7708.0,13.0,6.0,59.0,72.0,142.0
110.0,Sitting,31.0,10608.0,431.0,0.0,10.0,1.0
110.0,Pointing,480.0,171.0,3065.0,23.0,4.0,0.0
110.0,Phone,2231.0,4.0,0.0,4632.0,273.0,95.0
110.0,Tablet,240.0,9.0,0.0,527.0,6775.0,90.0
110.0,Paper,202.0,16.0,3.0,35.0,41.0,7785.0
111.0,Standing,6181.0,5.0,6.0,117.0,97.0,94.0
111.0,Sitting,35.0,9322.0,565.0,0.0,8.0,2.0
111.0,Pointing,515.0,137.0,3510.0,0.0,0.0,0.0
111.0,Phone,1212.0,3.0,1.0,4450.0,254.0,352.0
111.0,Tablet,151.0,3.0,1.0,569.0,5168.0,61.0
111.0,Paper,70.0,9.0,0.0,51.0,60.0,6777.0
112.0,Standing,6567.0,3.0,0.0,63.0,81.0,100.0
112.0,Sitting,40.0,9510.0,210.0,0.0,9.0,0.0
112.0,Pointing,34.0,171.0,3643.0,0.0,0.0,0.0
112.0,Phone,1696.0,0.0,0.0,4671.0,24.0,171.0
112.0,Tablet,162.0,2.0,2.0,1038.0,5516.0,65.0
112.0,Paper,183.0,4.0,0.0,21.0,151.0,6848.0
113.0,Standing,7065.0,8.0,0.0,46.0,47.0,25.0
113.0,Sitting,41.0,9799.0,161.0,6.0,5.0,1.0
113.0,Pointing,1.0,116.0,3150.0,1.0,2.0,0.0
113.0,Phone,1475.0,0.0,0.0,4859.0,141.0,13.0
113.0,Tablet,210.0,2.0,0.0,903.0,5717.0,9.0
113.0,Paper,165.0,6.0,0.0,54.0,271.0,5786.0
114.0,Standing,6261.0,34.0,3.0,110.0,91.0,370.0
114.0,Sitting,25.0,9764.0,319.0,1.0,4.0,15.0
114.0,Pointing,506.0,186.0,3313.0,0.0,0.0,8.0
114.0,Phone,1595.0,2.0,0.0,3993.0,378.0,410.0
114.0,Tablet,530.0,17.0,0.0,534.0,4628.0,570.0
114.0,Paper,54.0,10.0,1.0,94.0,17.0,6941.0
115.0,Standing,6893.0,2.0,0.0,79.0,99.0,110.0
115.0,Sitting,39.0,9732.0,183.0,1.0,8.0,2.0
115.0,Pointing,7.0,162.0,3525.0,0.0,0.0,5.0
115.0,Phone,1337.0,0.0,0.0,4990.0,40.0,301.0
115.0,Tablet,202.0,3.0,0.0,1451.0,5389.0,66.0
115.0,Paper,162.0,13.0,0.0,7.0,13.0,7162.0
116.0,Standing,7394.0,16.0,0.0,74.0,36.0,40.0
116.0,Sitting,30.0,9825.0,343.0,4.0,1.0,6.0
116.0,Pointing,9.0,100.0,3008.0,0.0,0.0,4.0
116.0,Phone,1177.0,0.0,0.0,4689.0,402.0,326.0
116.0,Tablet,386.0,8.0,0.0,798.0,5958.0,17.0
116.0,Paper,165.0,3.0,0.0,66.0,39.0,6159.0
117.0,Standing,5332.0,1.0,0.0,113.0,67.0,170.0
117.0,Sitting,28.0,8694.0,86.0,0.0,8.0,0.0
117.0,Pointing,10.0,157.0,3944.0,0.0,0.0,7.0
117.0,Phone,809.0,0.0,0.0,4763.0,39.0,94.0
117.0,Tablet,90.0,3.0,0.0,1173.0,4106.0,51.0
117.0,Paper,43.0,0.0,0.0,0.0,162.0,6037.0
118.0,Standing,5869.0,6.0,1.0,114.0,39.0,31.0
118.0,Sitting,36.0,8711.0,300.0,1.0,7.0,5.0
118.0,Pointing,5.0,70.0,3460.0,0.0,1.0,4.0
118.0,Phone,402.0,0.0,0.0,4521.0,265.0,443.0
118.0,Tablet,780.0,3.0,0.0,845.0,3838.0,13.0
118.0,Paper,59.0,5.0,0.0,54.0,256.0,4943.0
119.0,Standing,6206.0,3.0,0.0,84.0,58.0,23.0
119.0,Sitting,38.0,8754.0,100.0,1.0,3.0,1.0
119.0,Pointing,5.0,109.0,3108.0,0.0,0.0,4.0
119.0,Phone,775.0,0.0,0.0,4651.0,17.0,478.0
119.0,Tablet,188.0,1.0,0.0,748.0,5356.0,18.0
119.0,Paper,146.0,1.0,0.0,10.0,481.0,4919.0
120.0,Standing,7961.0,12.0,14.0,35.0,123.0,26.0
120.0,Sitting,38.0,10057.0,874.0,2.0,9.0,2.0
120.0,Pointing,510.0,134.0,3910.0,0.0,0.0,0.0
120.0,Phone,2159.0,0.0,2.0,4643.0,510.0,25.0
120.0,Tablet,144.0,15.0,1.0,314.0,7367.0,10.0
120.0,Paper,315.0,6.0,23.0,116.0,51.0,7735.0
121.0,Standing,6470.0,15.0,2.0,64.0,106.0,14.0
121.0,Sitting,50.0,9301.0,471.0,1.0,9.0,1.0
121.0,Pointing,501.0,134.0,4338.0,0.0,0.0,0.0
121.0,Phone,2036.0,4.0,1.0,4032.0,290.0,13.0
121.0,Tablet,163.0,8.0,2.0,938.0,5035.0,17.0
121.0,Paper,134.0,6.0,39.0,182.0,43.0,6727.0
122.0,Standing,6844.0,5.0,2.0,26.0,96.0,12.0
122.0,Sitting,59.0,9506.0,94.0,0.0,11.0,0.0
122.0,Pointing,3.0,198.0,4456.0,0.0,2.0,0.0
122.0,Phone,1931.0,0.0,2.0,4640.0,93.0,0.0
122.0,Tablet,122.0,1.0,1.0,478.0,6378.0,15.0
122.0,Paper,300.0,2.0,26.0,91.0,93.0,6859.0
123.0,Standing,7271.0,5.0,3.0,17.0,56.0,10.0
123.0,Sitting,49.0,9432.0,425.0,2.0,5.0,1.0
123.0,Pointing,0.0,104.0,3976.0,1.0,0.0,0.0
123.0,Phone,1706.0,0.0,0.0,4683.0,201.0,2.0
123.0,Tablet,519.0,1.0,0.0,673.0,5846.0,12.0
123.0,Paper,285.0,4.0,2.0,250.0,248.0,5657.0
124.0,Standing,6540.0,28.0,4.0,92.0,109.0,267.0
124.0,Sitting,36.0,9187.0,788.0,1.0,8.0,9.0
124.0,Pointing,486.0,115.0,4217.0,1.0,0.0,5.0
124.0,Phone,1199.0,1.0,0.0,4686.0,572.0,24.0
124.0,Tablet,533.0,16.0,0.0,277.0,5642.0,21.0
124.0,Paper,452.0,12.0,4.0,263.0,27.0,6523.0
125.0,Standing,7183.0,3.0,1.0,25.0,114.0,28.0
125.0,Sitting,49.0,9623.0,183.0,0.0,9.0,2.0
125.0,Pointing,13.0,227.0,4265.0,0.0,1.0,4.0
125.0,Phone,1963.0,0.0,0.0,4576.0,228.0,5.0
125.0,Tablet,266.0,3.0,0.0,547.0,6482.0,23.0
125.0,Paper,395.0,1.0,7.0,93.0,29.0,6996.0
126.0,Standing,7620.0,11.0,1.0,29.0,57.0,13.0
126.0,Sitting,47.0,9601.0,457.0,0.0,3.0,2.0
126.0,Pointing,7.0,122.0,3800.0,0.0,0.0,3.0
126.0,Phone,1715.0,0.0,0.0,4760.0,212.0,11.0
126.0,Tablet,1450.0,9.0,0.0,224.0,5684.0,10.0
126.0,Paper,340.0,1.0,1.0,183.0,49.0,6022.0
127.0,Standing,5631.0,3.0,1.0,84.0,104.0,31.0
127.0,Sitting,47.0,8595.0,68.0,1.0,6.0,0.0
127.0,Pointing,8.0,136.0,4780.0,0.0,0.0,5.0
127.0,Phone,921.0,0.0,1.0,4808.0,74.0,5.0
127.0,Tablet,349.0,3.0,1.0,837.0,4415.0,28.0
127.0,Paper,193.0,1.0,1.0,32.0,21.0,6158.0
128.0,Standing,6070.0,8.0,1.0,78.0,55.0,19.0
128.0,Sitting,45.0,8554.0,339.0,3.0,9.0,11.0
128.0,Pointing,3.0,60.0,4282.0,0.0,0.0,6.0
128.0,Phone,1087.0,0.0,0.0,4449.0,184.0,15.0
128.0,Tablet,1222.0,6.0,0.0,136.0,4319.0,6.0
128.0,Paper,168.0,3.0,0.0,205.0,32.0,5073.0
129.0,Standing,6421.0,3.0,0.0,37.0,57.0,27.0
129.0,Sitting,55.0,8675.0,63.0,0.0,5.0,0.0
129.0,Pointing,4.0,92.0,3937.0,0.0,0.0,4.0
129.0,Phone,1765.0,0.0,0.0,4180.0,79.0,1.0
129.0,Tablet,406.0,0.0,0.0,354.0,5752.0,9.0
129.0,Paper,223.0,2.0,0.0,57.0,65.0,5374.0
130.0,Standing,6398.0,8.0,8.0,36.0,89.0,46.0
130.0,Sitting,91.0,9276.0,696.0,0.0,7.0,2.0
130.0,Pointing,512.0,153.0,3824.0,0.0,0.0,1.0
130.0,Phone,1225.0,2.0,0.0,4404.0,356.0,331.0
130.0,Tablet,226.0,4.0,2.0,588.0,5478.0,16.0
130.0,Paper,153.0,8.0,39.0,97.0,38.0,6877.0
131.0,Standing,6782.0,1.0,2.0,18.0,70.0,26.0
131.0,Sitting,48.0,9661.0,185.0,1.0,13.0,1.0
131.0,Pointing,11.0,253.0,3911.0,0.0,0.0,1.0
131.0,Phone,2270.0,1.0,0.0,4277.0,57.0,3.0
131.0,Tablet,249.0,3.0,1.0,804.0,6059.0,30.0
131.0,Paper,304.0,537.0,598.0,72.0,32.0,5909.0
132.0,Standing,7188.0,3.0,2.0,13.0,54.0,16.0
132.0,Sitting,52.0,9795.0,300.0,0.0,5.0,1.0
132.0,Pointing,5.0,141.0,3450.0,0.0,1.0,1.0
132.0,Phone,1934.0,0.0,0.0,4334.0,222.0,44.0
132.0,Tablet,494.0,4.0,0.0,675.0,6021.0,8.0
132.0,Paper,324.0,2.0,104.0,277.0,381.0,5439.0
133.0,Standing,5227.0,3.0,3.0,53.0,80.0,33.0
133.0,Sitting,50.0,8533.0,163.0,0.0,14.0,0.0
133.0,Pointing,38.0,138.0,4418.0,0.0,0.0,1.0
133.0,Phone,1105.0,1.0,1.0,4160.0,81.0,297.0
133.0,Tablet,92.0,0.0,0.0,509.0,4838.0,19.0
133.0,Paper,113.0,1.0,34.0,29.0,219.0,5941.0
134.0,Standing,5681.0,5.0,2.0,42.0,30.0,16.0
134.0,Sitting,57.0,8678.0,262.0,0.0,5.0,2.0
134.0,Pointing,2.0,77.0,3937.0,0.0,1.0,0.0
134.0,Phone,762.0,3.0,0.0,4042.0,303.0,461.0
134.0,Tablet,466.0,87.0,0.0,793.0,4159.0,9.0
134.0,Paper,146.0,10.0,1.0,105.0,47.0,5103.0
135.0,Standing,6015.0,1.0,0.0,26.0,27.0,21.0
135.0,Sitting,55.0,8554.0,226.0,0.0,6.0,0.0
135.0,Pointing,0.0,121.0,3581.0,0.0,0.0,1.0
135.0,Phone,1577.0,0.0,1.0,3794.0,40.0,449.0
135.0,Tablet,236.0,1.0,0.0,811.0,5281.0,17.0
135.0,Paper,266.0,5.0,0.0,96.0,277.0,5008.0
136.0,Standing,5543.0,5.0,0.0,53.0,86.0,81.0
136.0,Sitting,46.0,8797.0,102.0,1.0,5.0,5.0
136.0,Pointing,8.0,135.0,4297.0,0.0,0.0,6.0
136.0,Phone,856.0,1.0,0.0,4675.0,67.0,152.0
136.0,Tablet,207.0,1.0,0.0,876.0,4666.0,34.0
136.0,Paper,446.0,0.0,1.0,138.0,18.0,5884.0
137.0,Standing,6006.0,5.0,1.0,80.0,32.0,21.0
137.0,Sitting,56.0,8764.0,371.0,2.0,3.0,4.0
137.0,Pointing,6.0,88.0,3770.0,0.0,0.0,4.0
137.0,Phone,909.0,0.0,0.0,4290.0,264.0,214.0
137.0,Tablet,1229.0,8.0,0.0,983.0,3610.0,10.0
